"productNo","ref","productName","time","arrivalTime","hourReserve","duration","map","photo","priceAdult","priceChild","sellingPriceAdult","sellingPriceChild","provinceId","province","provinceToId","provinceTo","areaId","area","areaToId","areaTo","destinationId","destination","destinationToId","destinationTo"
"C577","USMBKK3","Koh Samui Any Hotel 11:30 - Bangkok 05:00","11:30","05:00",18,"17:30 hrs.","","",700,600,900,700,11,"Suratthani",1,"Bangkok",50,"Koh Samui",3,"Khaosan road",0,"",121,"Bus Stop (Rajadamnoen Rd.)"
"C583","USMPNGBEACH1","Koh Samui 11.30 - Koh Phangan Any Hotel 13.30","11:30","13:30",18,"2:0 hrs.","","",400,400,500,500,11,"Suratthani",11,"Suratthani",50,"Koh Samui",49,"Koh Phangan",87,"Nathon Pier",135,"Any Hotel"
"C584","USMPNGBECH2","Koh Samui Any Hotel 09.30 - Koh Phangan Any Hotel 13.30","09:30","13:30",18,"4:0 hrs.","","",550,550,650,650,11,"Suratthani",11,"Suratthani",50,"Koh Samui",49,"Koh Phangan",0,"",0,""
"C586","USMLANTA0002","Koh Samui Any Hotel 06:30 - Koh Lanta 15:30","06:30","15:30",18,"9:0 hrs.","","",700,600,900,700,11,"Suratthani",4,"Krabi",50,"Koh Samui",17,"Koh Lanta",0,"",120,"Sala Dan Pier"
"C587","USMSOK0003","Koh Samui Any Hotel 06:30 - Khao Sok 14:30","06:30","14:30",18,"8:0 hrs.","","",550,450,700,550,11,"Suratthani",11,"Suratthani",50,"Koh Samui",47,"City",0,"",65,"Khao Sok"
"C588","USMSOK0004","Koh Samui Any Hotel 11:30 - Khao Sok 19:30","11:30","19:30",18,"8:0 hrs.","","",550,450,700,550,11,"Suratthani",11,"Suratthani",50,"Koh Samui",47,"City",0,"",65,"Khao Sok"
"C589","USMLAY0002","Koh Samui Any Hotel 06:30 - Railay Beach 13:30","06:30","13:30",18,"7:0 hrs.","","",700,600,900,700,11,"Suratthani",4,"Krabi",50,"Koh Samui",14,"City",0,"",37,"Railay"
"C590","USMPHI0002","Koh Samui Any Hotel 06:30 - Koh Phi Phi 15:00","06:30","15:00",18,"8:30 hrs.","","",700,600,900,700,11,"Suratthani",4,"Krabi",50,"Koh Samui",18,"Koh Phi Phi",0,"",30,"Ton Sai Pier"
"C591","URTAPTTAO0002","Suratthani Airport 07:30 - Koh Tao 14:30","07:30","14:30",6,"7:0 hrs.","9.1342968,99.14288199999999","",750,750,800,800,11,"Suratthani",11,"Suratthani",47,"City",51,"Koh Tao",106,"Suratthani Airport",99,"Mae Haad Pier"
"C592","TAOURT002","Koh Tao 10:00 - Suratthani Any Hotel 17:30","10:00","17:30",12,"7:30 hrs.","10.082857774850531,99.82352718332822","",600,500,750,600,11,"Suratthani",11,"Suratthani",51,"Koh Tao",47,"City",99,"Mae Haad Pier",105,"Suratthani town"
"C593","PNGURT0001","Koh Phangan 07:00 - Suratthani Any Hotel 11:00","07:00","11:00",6,"4:0 hrs.","9.7109619,99.98247990000004","",400,300,500,400,11,"Suratthani",11,"Suratthani",49,"Koh Phangan",47,"City",68,"Thongsala Pier",105,"Suratthani town"
"C594","PNGURT0002","Koh Phangan 12:30 - Suratthani Any Hotel 17:30","12:30","17:30",6,"5:0 hrs.","9.7109619,99.98247990000004","",400,300,500,400,11,"Suratthani",11,"Suratthani",49,"Koh Phangan",47,"City",68,"Thongsala Pier",105,"Suratthani town"
"C595","PNGSOK0003","Koh Phangan 07:00 - Khao Sok Any Hotel 14:30","07:00","14:30",6,"7:30 hrs.","9.7109619,99.98247990000004","",600,500,700,600,11,"Suratthani",11,"Suratthani",49,"Koh Phangan",47,"City",68,"Thongsala Pier",65,"Khao Sok"
"C596","PNGSOK0004","Koh Phangan 12:30 - Khao Sok Any Hotel 19:30","12:30","19:30",6,"7:0 hrs.","9.7109619,99.98247990000004","",600,500,700,600,11,"Suratthani",11,"Suratthani",49,"Koh Phangan",47,"City",68,"Thongsala Pier",65,"Khao Sok"
"C597","USMURT0007","Koh Samui 08:00 - Suratthani Any Hotel 11:30","08:00","11:30",6,"3:30 hrs.","9.5355552,99.93455449999999","",300,250,400,300,11,"Suratthani",11,"Suratthani",50,"Koh Samui",47,"City",87,"Nathon Pier",105,"Suratthani town"
"C598","USMURT0008","Koh Samui 13:30 - Suratthani Any Hotel 17:30","13:30","17:30",6,"4:0 hrs.","9.5355552,99.93455449999999","",300,250,400,300,11,"Suratthani",11,"Suratthani",50,"Koh Samui",47,"City",87,"Nathon Pier",105,"Suratthani town"
"C599","USMSOK0005","Koh Samui 08:00 - Khao Sok Any Hotel 14:30","08:00","12:30",6,"4:30 hrs.","https://goo.gl/maps/4hBbEZ14M4N2","",550,450,650,550,11,"Suratthani",11,"Suratthani",50,"Koh Samui",47,"City",87,"Nathon Pier",65,"Khao Sok"
"C600","USMSOK0006","Koh Samui 13:30 - Khao Sok Any Hotel 19:30","13:30","19:30",6,"6:0 hrs.","https://goo.gl/maps/4hBbEZ14M4N2","",550,450,650,550,11,"Suratthani",11,"Suratthani",50,"Koh Samui",47,"City",87,"Nathon Pier",65,"Khao Sok"
"C601","USMCPN0002","Koh Samui Any Hotel 09:30 - Chumphon Pier 18:00","09:30","18:00",18,"8:30 hrs.","9.5355552,99.93455449999999","",850,500,1050,600,11,"Suratthani",3,"Chumphon",50,"Koh Samui",71,"Pier",0,"",9,"Matthaphon"
"C602","USMCPN0003","Koh Samui Any Hotel 09:30 - Chumphon Train 18:30","09:30","18:30",18,"9:0 hrs.","9.5355552,99.93455449999999","",850,500,1050,600,11,"Suratthani",3,"Chumphon",50,"Koh Samui",9,"City",0,"",15,"Chumporn Train"
"C603","USMSOK0007","Koh Samui Any Hotel 06:30 - Khao Sok Any Hotel 14:30","06:30","14:30",18,"8:0 hrs.","9.5355552,99.93455449999999","",650,550,800,650,11,"Suratthani",11,"Suratthani",50,"Koh Samui",47,"City",0,"",65,"Khao Sok"
"C604","USMSOK0008","Koh Samui Any Hotel 11:30 - Khao Sok Any Hotel 19:30","11:30","19:30",18,"8:0 hrs.","9.5355552,99.93455449999999","",650,550,800,650,11,"Suratthani",11,"Suratthani",50,"Koh Samui",47,"City",0,"",65,"Khao Sok"
"C605","USMHKT0003","Koh Samui Any Hotel 06:30 - Phuket 17:00","06:30","17:00",18,"10:30 hrs.","9.5355552,99.93455449999999","",550,450,750,550,11,"Suratthani",6,"Phuket",50,"Koh Samui",40,"Pier",0,"",58,"Rassada"
"C606","USMHKT0004","Koh Samui Any Hotel 11:30 - Phuket 22:30","11:30","22:30",18,"11:0 hrs.","9.5355552,99.93455449999999","",550,450,750,550,11,"Suratthani",6,"Phuket",50,"Koh Samui",40,"Pier",0,"",58,"Rassada"
"C607","SOKUSM0002","Khao Sok Any Hotel 10:30 - Koh Samui Any Hotel 19:00","10:30","19:00",12,"8:30 hrs.","8.9008760590022, 98.52103471756","",750,650,900,750,11,"Suratthani",11,"Suratthani",47,"City",50,"Koh Samui",65,"Khao Sok",0,""
