"priority","url"
"1.0","https://www.bookaway.com/routes/thailand/koh-phangan-to-koh-tao"
"0.8","https://www.bookaway.com/routes/thailand/koh-phangan-to-koh-tao/high-speed-ferry-by-songserm"
"1.0","https://www.bookaway.com/suppliers/songserm"
"0.5","https://www.bookaway.com/s/thailand/koh-tao-to-koh-samui"
"1.0","https://www.bookaway.com/routes/thailand/koh-tao-to-koh-samui"
"0.8","https://www.bookaway.com/routes/thailand/koh-tao-to-koh-samui/high-speed-ferry-by-songserm-2"
"0.5","https://www.bookaway.com/s/thailand/koh-samui-to-koh-tao"
"1.0","https://www.bookaway.com/routes/thailand/koh-samui-to-koh-tao"
"0.8","https://www.bookaway.com/routes/thailand/koh-samui-to-koh-tao/high-speed-ferry-by-songserm-2"
"1.0","https://www.bookaway.com/suppliers/songserm"
"0.5","https://www.bookaway.com/s/thailand/koh-samui-to-krabi"
"1.0","https://www.bookaway.com/routes/thailand/koh-samui-to-krabi"
"0.8","https://www.bookaway.com/routes/thailand/koh-samui-to-krabi/standard-bus-ferry-by-songserm-2"
"0.5","https://www.bookaway.com/s/thailand/krabi-to-koh-samui"
"1.0","https://www.bookaway.com/routes/thailand/krabi-to-koh-samui"
"0.8","https://www.bookaway.com/routes/thailand/krabi-to-koh-samui/standard-bus-ferry-by-songserm-2"
"1.0","https://www.bookaway.com/suppliers/songserm"
"0.5","https://www.bookaway.com/s/thailand/koh-phangan-to-koh-samui"
"1.0","https://www.bookaway.com/routes/thailand/koh-phangan-to-koh-samui"
"0.8","https://www.bookaway.com/routes/thailand/koh-phangan-to-koh-samui/high-speed-ferry-by-songserm-3"
"0.5","https://www.bookaway.com/s/thailand/koh-samui-to-koh-phangan"
"1.0","https://www.bookaway.com/routes/thailand/koh-samui-to-koh-phangan"
"0.8","https://www.bookaway.com/routes/thailand/koh-samui-to-koh-phangan/high-speed-ferry-by-songserm-3"
"1.0","https://www.bookaway.com/suppliers/songserm"
"0.5","https://www.bookaway.com/s/thailand/krabi-to-koh-phi-phi"
"1.0","https://www.bookaway.com/routes/thailand/krabi-to-koh-phi-phi"
"0.8","https://www.bookaway.com/routes/thailand/krabi-to-koh-phi-phi/high-speed-ferry-by-songserm-1"
"0.5","https://www.bookaway.com/s/thailand/koh-phi-phi-to-krabi"
"1.0","https://www.bookaway.com/routes/thailand/koh-phi-phi-to-krabi"
"0.8","https://www.bookaway.com/routes/thailand/koh-phi-phi-to-krabi/high-speed-ferry-by-songserm-1"
"1.0","https://www.bookaway.com/suppliers/songserm"
"0.5","https://www.bookaway.com/s/thailand/koh-tao-to-suratthani"
"1.0","https://www.bookaway.com/routes/thailand/koh-tao-to-suratthani"
"0.8","https://www.bookaway.com/routes/thailand/koh-tao-to-suratthani/standard-bus-ferry-by-songserm-15"
"0.5","https://www.bookaway.com/s/thailand/suratthani-to-koh-tao"
"1.0","https://www.bookaway.com/routes/thailand/suratthani-to-koh-tao"
"0.8","https://www.bookaway.com/routes/thailand/suratthani-to-koh-tao/standard-bus-ferry-by-songserm-15"
"1.0","https://www.bookaway.com/suppliers/songserm"
"0.5","https://www.bookaway.com/s/thailand/koh-phangan-to-suratthani"
"1.0","https://www.bookaway.com/routes/thailand/koh-phangan-to-suratthani"
"0.8","https://www.bookaway.com/routes/thailand/koh-phangan-to-suratthani/standard-bus-ferry-by-songserm-4"
"0.5","https://www.bookaway.com/s/thailand/suratthani-to-koh-phangan"
"1.0","https://www.bookaway.com/routes/thailand/suratthani-to-koh-phangan"
